states,actions
"[0.05829126993965436, 0.0, -0.2738726928557744, -0.10567525502415265]",[-1.0034803565137973]
"[0.05522330836388308, 0.0, -0.3724962330731829, -0.08454020401933349]",[-0.35704712004249006]
"[0.05522330836388308, 0.0, -0.29799698645854633, -0.06763216321544974]",[0.5158270141084342]
"[0.05522330836388308, 0.0, -0.23839758916683707, -0.05410573057235979]",[0.7157481325806994]
"[0.05522330836388308, 0.0, -0.1907180713334693, -0.043284584457865094]",[0.38950430325333574]
"[0.0521553467881118, -0.003067961575771161, -0.30597253585533934, -0.18802574635486735]",[-0.06182894697742501]
"[0.0521553467881118, -0.003067961575771161, -0.24477802868427156, -0.1504205970839223]",[-0.49915690205203056]
"[0.04908738521234052, -0.003067961575771161, -0.3492205017359815, -0.12033647766713784]",[-0.7553137173221118]
"[0.04908738521234052, -0.003067961575771161, -0.27937640138878495, -0.0962691821337387]",[-0.6621156982747837]
"[0.04908738521234052, -0.003067961575771161, -0.2235011211110276, -0.07701534570699664]",[-0.06601150580359871]
"[0.04908738521234052, -0.003067961575771161, -0.17880089688882217, -0.06161227656556889]",[0.3438044684332787]
"[0.04601942363656923, -0.003067961575771161, -0.29643879629962155, -0.049289821252472166]",[0.10635626533897316]
"[0.04601942363656923, -0.003067961575771161, -0.23715103703969742, -0.03943185700197205]",[-0.1610201683930835]
"[0.04601942363656923, -0.003067961575771161, -0.18972082963175785, -0.03154548560158332]",[0.029999835610659192]
"[0.04601942363656923, -0.003067961575771161, -0.1517766637054061, -0.025236388481260974]",[0.2434620418095613]
"[0.04295146206079795, -0.003067961575771161, -0.2748194097528893, -0.02018911078499741]",[0.043230405688770734]
"[0.04295146206079795, -0.003067961575771161, -0.21985552780231155, -0.016151288627980875]",[-0.14264876142945082]
"[0.04295146206079795, -0.003067961575771161, -0.17588442224184897, -0.012921030902390385]",[0.06866312706332613]
"[0.04295146206079795, -0.003067961575771161, -0.14070753779347944, -0.010336824721917992]",[0.2615593296249939]
"[0.04295146206079795, -0.003067961575771161, -0.11256603023478373, -0.008269459777551447]",[0.04548537959249689]
"[0.039883500485026674, -0.003067961575771161, -0.24345090297639072, -0.006615567822024104]",[-0.2623673854965791]
"[0.039883500485026674, -0.003067961575771161, -0.19476072238111275, -0.005292454257613599]",[-0.21543013699102614]
"[0.039883500485026674, -0.003067961575771161, -0.1558085779048901, -0.004233963406107932]",[0.1514843212349564]
"[0.039883500485026674, -0.003067961575771161, -0.12464686232391209, -0.0033871707248636085]",[0.3299429118291482]
"[0.039883500485026674, -0.003067961575771161, -0.09971748985912932, -0.0027097365799022555]",[0.05301075924086984]
"[0.03681553890925539, -0.006135923151542766, -0.23317207067586798, -0.1555658680524914]",[-0.2751222342213781]
"[0.03681553890925539, -0.006135923151542766, -0.1865376565406942, -0.1244526944419988]",[-0.5496800358746288]
"[0.03681553890925539, -0.006135923151542766, -0.1492301252325552, -0.09956215555359904]",[-0.7610674839340195]
"[0.03681553890925539, -0.006135923151542766, -0.11938410018604428, -0.07964972444287355]",[-0.8263909038696879]
"[0.03681553890925539, -0.006135923151542766, -0.09550728014883547, -0.06371977955430452]",[-0.5536477727890898]
"[0.03681553890925539, -0.003067961575771161, -0.07640582411906838, 0.10242225514514303]",[-0.2648957053855527]
"[0.03681553890925539, -0.003067961575771161, -0.06112465929525457, 0.08193780411610874]",[0.1177115256906866]
"[0.03681553890925539, -0.003067961575771161, -0.048899727436203744, 0.06555024329287562]",[0.6299804506502404]
"[0.03681553890925539, -0.003067961575771161, -0.03911978194896304, 0.052440194634272075]",[0.8249834445702047]
"[0.03681553890925539, 0.0, -0.03129582555917043, 0.1953502344960043]",[0.27844323896512735]
"[0.03681553890925539, 0.0, -0.025036660447336212, 0.1562801875968205]",[0.014869639772782203]
"[0.03681553890925539, 0.0, -0.02002932835786897, 0.1250241500774507]",[0.502075710887127]
"[0.03681553890925539, 0.0, -0.016023462686295176, 0.10001932006196057]",[0.9081374685857146]
"[0.0337475773334841, 0.0, -0.16621684893760036, 0.08001545604957983]",[0.4576219266862298]
"[0.0337475773334841, 0.0, -0.1329734791500805, 0.06401236483966954]",[-0.05295442882558518]
"[0.0337475773334841, -0.003067961575771161, -0.10637878332006423, -0.10218818691683396]",[0.08733841668763592]
"[0.0337475773334841, -0.003067961575771161, -0.0851030266560513, -0.08175054953346717]",[0.02745744170647252]
"[0.030679615757712823, -0.003067961575771161, -0.22148050011340525, -0.06540043962675668]",[-0.7207041046735698]
"[0.030679615757712823, -0.003067961575771161, -0.17718440009072434, -0.05232035170141103]",[-1.1548572481268078]
"[0.030679615757712823, -0.003067961575771161, -0.1417475200725795, -0.041856281361134506]",[-0.40656271807525]
"[0.030679615757712823, -0.003067961575771161, -0.11339801605806366, -0.033485025088907605]",[0.3994963504021431]
"[0.030679615757712823, -0.003067961575771161, -0.0907184128464511, -0.026788020071137453]",[0.29689539254147046]
"[0.030679615757712823, -0.003067961575771161, -0.07257473027716088, -0.021430416056915647]",[-0.17384967981177837]
"[0.030679615757712823, -0.003067961575771161, -0.05805978422172875, -0.017144332845532517]",[-0.3569281592137073]
"[0.030679615757712823, -0.003067961575771161, -0.04644782737738318, -0.013715466276437382]",[-0.26983045238035747]
"[0.030679615757712823, -0.003067961575771161, -0.03715826190190663, -0.010972373021132853]",[-0.16883564153857725]
"[0.030679615757712823, 0.0, -0.02972660952152517, 0.14462018037164626]",[-0.15758084108987935]
"[0.030679615757712823, 0.0, -0.023781287617220093, 0.115696144297317]",[0.1458658273079745]
"[0.030679615757712823, 0.0, -0.019025030093776207, 0.0925569154378536]",[0.719815864969777]
"[0.030679615757712823, 0.0, -0.015220024075021099, 0.07404553235028288]",[0.9681902675977421]
"[0.030679615757712823, 0.0, -0.012176019260017101, 0.05923642588021494]",[0.4219853865604884]
"[0.030679615757712823, 0.0, -0.009740815408013415, 0.0473891407041549]",[-0.19507842695546457]
"[0.02761165418194154, 0.0, -0.16119073111497473, 0.03791131256335234]",[-0.3069077292725886]
"[0.02761165418194154, 0.0, -0.12895258489197992, 0.03032905005068187]",[-0.01929481166383369]
"[0.02761165418194154, 0.0, -0.10316206791358384, 0.02426324004051139]",[0.3812926170915398]
"[0.02761165418194154, 0.0, -0.08252965433086712, 0.019410592032414797]",[0.4887103099451018]
"[0.02761165418194154, 0.0, -0.06602372346469365, 0.01552847362592047]",[0.1701170244634443]
"[0.02761165418194154, -0.003067961575771161, -0.05281897877175501, -0.14097529988782753]",[-0.15020463743465012]
"[0.02454369260617026, -0.003067961575771161, -0.1956532618059681, -0.11278023991027908]",[-0.5293263252606069]
"[0.02454369260617026, -0.003067961575771161, -0.1565226094447747, -0.09022419192822895]",[-0.9062032209286457]
"[0.02454369260617026, -0.003067961575771161, -0.12521808755581976, -0.07217935354259453]",[-0.8041634534210702]
"[0.02454369260617026, -0.003067961575771161, -0.10017447004465585, -0.05774348283409836]",[-0.13927902670755038]
"[0.02454369260617026, -0.003067961575771161, -0.08013957603572464, -0.046194786267250265]",[0.1817575906770957]
"[0.02454369260617026, 0.0, -0.06411166082857989, 0.1164422497747637]",[-0.021283427115403708]
"[0.02454369260617026, 0.0, -0.05128932866286395, 0.09315379981981664]",[0.09818002213801047]
"[0.02454369260617026, 0.0, -0.04103146293029103, 0.07452303985584763]",[0.6687024361688289]
"[0.02454369260617026, 0.0, -0.032825170344233046, 0.05961843188467242]",[0.980635752185807]
"[0.02454369260617026, 0.0, -0.02626013627538648, 0.04769474550775499]",[0.46220763212597143]
"[0.02454369260617026, 0.0, -0.02100810902030914, 0.03815579640621536]",[-0.16582360154038306]
"[0.02454369260617026, 0.0, -0.016806487216247445, 0.030524637124955234]",[-0.2921214300774909]
"[0.02454369260617026, 0.0, -0.013445189772997912, 0.02441970969996987]",[-0.12931628485018132]
"[0.02454369260617026, 0.0, -0.010756151818398507, 0.019535767759975897]",[-0.01742419190941416]
"[0.02454369260617026, 0.0, -0.008604921454718806, 0.01562861420799777]",[-0.028614861897072318]
"[0.02454369260617026, 0.0, -0.006883937163775, 0.012502891366381164]",[-0.0731037260039159]
"[0.02454369260617026, 0.0, -0.005507149731020178, 0.010002313093110615]",[-0.0877652059841798]
"[0.02454369260617026, 0.0, -0.004405719784816187, 0.00800185047449986]",[-0.07809358348604525]
"[0.02454369260617026, 0.0, -0.003524575827853038, 0.006401480379622626]",[-0.06883130877307345]
"[0.021475731030398976, 0.0, -0.15621773945084683, 0.005121184303703785]",[-0.06838951437215453]
"[0.021475731030398976, 0.0, -0.12497419156067724, 0.004096947442945975]",[0.05114890873513681]
"[0.021475731030398976, 0.0, -0.09997935324854201, 0.0032775579543624644]",[0.34262286145012216]
"[0.021475731030398976, 0.0, -0.0799834825988337, 0.002622046363484287]",[0.4642680316095871]
"[0.021475731030398976, 0.0, -0.06398678607906683, 0.0020976370907987985]",[0.1904479440607975]
"[0.021475731030398976, 0.0, -0.051189428863253505, 0.0016781096726390388]",[-0.11617256639351894]
"[0.021475731030398976, 0.0, -0.04095154309060267, 0.001342487738128284]",[-0.1708242972528658]
"[0.021475731030398976, 0.0, -0.03276123447248214, 0.0010739901904912585]",[-0.08845824510842622]
"[0.021475731030398976, 0.0, -0.02620898757798562, 0.0008591921523759538]",[-0.03512371706770263]
"[0.021475731030398976, 0.0, -0.020967190062388452, 0.0006873537219291848]",[-0.042154541574269774]
"[0.021475731030398976, 0.0, -0.01677375204991094, 0.0005498829775376635]",[-0.06407185046133412]
"[0.021475731030398976, 0.0, -0.013419001639928707, 0.00043990638204149946]",[-0.07075531208887635]
"[0.018407769454627694, 0.0, -0.1641332801005071, 0.0003519251056616213]",[-0.06576465594556812]
"[0.018407769454627694, 0.0, -0.13130662408040572, 0.000281540084529297]",[0.06134689003070153]
"[0.018407769454627694, 0.0, -0.10504529926432449, 0.0002252320676348063]",[0.3543760043059809]
"[0.018407769454627694, 0.0, -0.08403623941145955, 0.0001801856541021607]",[0.4739807199416787]
"[0.018407769454627694, 0.0, -0.06722899152916773, 0.00014414852327604422]",[0.19875319823713106]
"[0.018407769454627694, 0.0, -0.053783193223334136, 0.00011531881861515103]",[-0.10773155165817752]
"[0.018407769454627694, -0.003067961575771161, -0.04302655457866733, -0.15330582373366042]",[-0.16182615047328802]
"[0.018407769454627694, -0.003067961575771161, -0.034421243662933865, -0.12264465898692833]",[-0.4139198803129509]
"[0.018407769454627694, -0.003067961575771161, -0.027536994930347003, -0.09811572718953698]",[-0.951726164347243]
"[0.018407769454627694, -0.003067961575771161, -0.02202959594427767, -0.07849258175161822]",[-1.2033086943186868]
"[0.018407769454627694, -0.003067961575771161, -0.017623676755422202, -0.06279406540130594]",[-0.671309613037377]
"[0.018407769454627694, 0.0, -0.014098941404337761, 0.10316282646752484]",[-0.059058022818141445]
"[0.018407769454627694, 0.0, -0.011279153123470165, 0.08253026117401419]",[0.39044956732596126]
"[0.021475731030398976, 0.0, 0.1443747562897879, 0.06602420893921135]",[0.819483575222973]
"[0.021475731030398976, 0.003067961575771161, 0.11549980503183022, 0.2062174459399273]",[0.8337888026972398]
"[0.021475731030398976, 0.003067961575771161, 0.0923998440254642, 0.16497395675193616]",[0.33432469007549254]
"[0.021475731030398976, 0.003067961575771161, 0.07391987522037125, 0.1319791654015603]",[0.228870761076788]
"[0.021475731030398976, 0.003067961575771161, 0.059135900176296996, 0.10558333232123118]",[0.6517231147348962]
"[0.021475731030398976, 0.003067961575771161, 0.0473087201410376, 0.08446666585697926]",[0.5612573937156691]
"[0.021475731030398976, 0.003067961575771161, 0.037846976112829944, 0.06757333268558341]",[0.09542358629231733]
"[0.021475731030398976, 0.003067961575771161, 0.030277580890264, 0.054058666148449674]",[-0.11151187674596061]
"[0.021475731030398976, 0.003067961575771161, 0.02422206471221111, 0.04324693291874837]",[-0.03957371530891873]
"[0.018407769454627694, 0.0, -0.13402042701879502, -0.11880053245354816]",[0.06300944895431507]
"[0.018407769454627694, 0.0, -0.10721634161503601, -0.0950404259628499]",[-0.13176713207891333]
"[0.018407769454627694, 0.0, -0.08577307329202877, -0.07603234077026855]",[-0.4591316888941294]
"[0.018407769454627694, 0.0, -0.06861845863362304, -0.06082587261622052]",[-0.6008043521473627]
"[0.018407769454627694, 0.0, -0.05489476690689832, -0.048660698092959365]",[-0.3187239936855055]
"[0.018407769454627694, 0.0, -0.043915813525518654, -0.03892855847436749]",[0.001091831041122468]
"[0.018407769454627694, 0.0, -0.035132650820414946, -0.03114284677951673]",[0.05874886423116493]
"[0.018407769454627694, 0.0, -0.02810612065633189, -0.024914277423590647]",[-0.02698298785707219]
"[0.018407769454627694, 0.0, -0.022484896525065468, -0.019931421938878202]",[-0.08278512989605796]
"[0.018407769454627694, 0.003067961575771161, -0.01798791722005233, 0.13745294123745566]",[-0.07558987114805253]
"[0.018407769454627694, 0.003067961575771161, -0.01439033377604193, 0.10996235298995316]",[0.2819185627157257]
"[0.018407769454627694, 0.003067961575771161, -0.011512267020833633, 0.0879698823919739]",[0.879960269222472]
"[0.018407769454627694, 0.003067961575771161, -0.00920981361666684, 0.07037590591357912]",[1.1192102659359606]
"[0.018407769454627694, 0.003067961575771161, -0.007367850893333472, 0.05630072473084624]",[0.5606203821355747]
"[0.018407769454627694, 0.003067961575771161, -0.005894280714666689, 0.04504057978468268]",[-0.05838770625493614]
"[0.018407769454627694, 0.0, -0.004715424571733351, -0.11736561496081777]",[-0.16662916789515914]
"[0.018407769454627694, 0.0, -0.0037723396573866586, -0.09389249196863148]",[-0.33411288256990107]
"[0.015339807878856412, 0.0, -0.15641595051447355, -0.07511399357491655]",[-0.8178345918762069]
"[0.015339807878856412, 0.0, -0.12513276041157884, -0.06009119485992187]",[-0.9542874175037427]
"[0.015339807878856412, 0.0, -0.10010620832926298, -0.04807295588793181]",[-0.15174323507445286]
"[0.015339807878856412, 0.0, -0.08008496666341047, -0.038458364710351134]",[0.5749520248079789]
"[0.015339807878856412, 0.0, -0.06406797333072844, -0.030766691768263854]",[0.4204169648508155]
"[0.015339807878856412, 0.0, -0.05125437866458282, -0.024613353414622452]",[-0.04377784374241437]
"[0.015339807878856412, 0.0, -0.041003502931666214, -0.019690682731692277]",[-0.2056380769056329]
"[0.015339807878856412, 0.0, -0.03280280234533295, -0.015752546185353822]",[-0.11197890132517484]
"[0.015339807878856412, -0.003067961575771161, -0.026242241876266337, -0.16600011573686402]",[-0.015777364531725985]
"[0.015339807878856412, -0.003067961575771161, -0.020993793501012936, -0.13280009258949121]",[-0.3435073345003742]
"[0.015339807878856412, -0.003067961575771161, -0.01679503480081046, -0.10624007407159297]",[-0.9658398877455944]
"[0.015339807878856412, -0.003067961575771161, -0.013436027840648457, -0.08499205925727438]",[-1.2258507621281283]
"[0.015339807878856412, -0.003067961575771161, -0.010748822272518832, -0.06799364740581382]",[-0.6673228884686028]
"[0.015339807878856412, 0.0, -0.008599057818015066, 0.0990031608639299]",[-0.04096143306753652]
"[0.015339807878856412, 0.0, -0.0068792462544121635, 0.0792025286911553]",[0.4050269495180206]
"[0.018407769454627694, 0.0, 0.1478946817850344, 0.06336202295292992]",[0.8275716675029426]
"[0.018407769454627694, 0.003067961575771161, 0.11831574542802759, 0.20408769715089647]",[0.8404097164495894]
"[0.018407769454627694, 0.003067961575771161, 0.09465259634242207, 0.16327015772071718]",[0.3426376657044978]
"[0.018407769454627694, 0.003067961575771161, 0.07572207707393752, 0.13061612617656237]",[0.23841397120369934]
"[0.018407769454627694, 0.003067961575771161, 0.06057766165915002, 0.10449290094123853]",[0.6611801781873137]
"[0.018407769454627694, 0.003067961575771161, 0.04846212932731997, 0.08359432075297946]",[0.5702410912460526]
"[0.018407769454627694, 0.003067961575771161, 0.03876970346185593, 0.06687545660236083]",[0.10423963218349855]
"[0.018407769454627694, 0.003067961575771161, 0.03101576276948481, 0.053500365281905715]",[-0.10259779637947912]
"[0.018407769454627694, 0.003067961575771161, 0.024812610215587894, 0.04280029222553594]",[-0.030558981373618614]
"[0.018407769454627694, 0.003067961575771161, 0.019850088172470248, 0.03424023378045149]",[0.07203149621251652]
"[0.015339807878856412, 0.0, -0.1375180082505879, -0.12600589176417998]",[0.08922146253087664]
"[0.015339807878856412, 0.0, -0.11001440660047035, -0.10080471341134967]",[-0.1520708019567727]
"[0.015339807878856412, 0.0, -0.08801152528037626, -0.08064377072909679]",[-0.4685427106703423]
"[0.015339807878856412, 0.0, -0.07040922022430107, -0.06451501658327174]",[-0.58911538423433]
"[0.015339807878856412, 0.0, -0.056327376179440836, -0.05161201326660603]",[-0.30206833897806595]
"[0.015339807878856412, 0.0, -0.04506190094355256, -0.041289610613262084]",[0.012327982248107855]
"[0.015339807878856412, 0.0, -0.036049520754842135, -0.03303168849063809]",[0.065949645338091]
"[0.015339807878856412, 0.0, -0.028839616603873686, -0.02642535079249342]",[-0.019546098776627045]
"[0.015339807878856412, 0.0, -0.023071693283098993, -0.02114028063400042]",[-0.07381498595042704]
"[0.015339807878856412, 0.0, -0.01845735462647924, -0.01691222450719465]",[-0.0660614378295578]
"[0.015339807878856412, 0.0, -0.014765883701183369, -0.013529779605732983]",[-0.04350903601192475]
"[0.015339807878856412, 0.0, -0.011812706960946717, -0.01082382368460344]",[-0.03681641030521811]
"[0.015339807878856412, 0.0, -0.00945016556875733, -0.008659058947699805]",[-0.04202896320125571]
"[0.015339807878856412, 0.0, -0.0075601324550058635, -0.006927247158159844]",[-0.046591084916774404]
"[0.015339807878856412, 0.0, -0.006048105964004735, -0.005541797726522191]",[-0.046649162815750864]
"[0.015339807878856412, 0.0, -0.004838484771203744, -0.004433438181195015]",[-0.04505189620159897]
"[0.015339807878856412, 0.0, -0.0038707878169629284, -0.003546750544956012]",[-0.044362227522510095]
"[0.015339807878856412, 0.0, -0.0030966302535703205, -0.0028374004359648097]",[-0.04464109880861748]
"[0.015339807878856412, 0.003067961575771161, -0.002477304202856301, 0.151128158439775]",[-0.045003046236572614]
"[0.015339807878856412, 0.003067961575771161, -0.0019818433622851295, 0.12090252675182]",[0.2895893582562995]
"[0.015339807878856412, 0.003067961575771161, -0.0015854746898281702, 0.09672202140146169]",[0.8807163423361797]
"[0.015339807878856412, 0.003067961575771161, -0.0012683797518625584, 0.0773776171211864]",[1.125215115619826]
"[0.015339807878856412, 0.003067961575771161, -0.0010147038014899357, 0.06190209369694344]",[0.5712814696013769]
"[0.015339807878856412, 0.0, -0.0008117630411920151, -0.10387640383098073]",[-0.04764199539076454]
"[0.015339807878856412, 0.0, -0.0006494104329536343, -0.0831011230647789]",[-0.49214794263095674]
"[0.01227184630308513, 0.0, -0.15391760713492708, -0.06648089845182881]",[-0.9167155445618834]
"[0.01227184630308513, -0.003067961575771161, -0.1231340857079416, -0.20658279755002695]",[-0.9309278178232633]
"[0.01227184630308513, -0.003067961575771161, -0.09850726856635328, -0.16526623804006135]",[-0.43301234178016135]
"[0.01227184630308513, -0.003067961575771161, -0.07880581485308269, -0.1322129904320377]",[-0.32824010914302376]
"[0.01227184630308513, -0.003067961575771161, -0.06304465188246611, -0.10577039234564722]",[-0.7508275376493361]
"[0.01227184630308513, -0.003067961575771161, -0.050435721505972864, -0.08461631387652346]",[-0.6600085443597125]
"[0.01227184630308513, 0.0, -0.040348577204778246, 0.08570502768733945]",[-0.19412093348477963]
"[0.015339807878856412, 0.0, 0.12111921702474138, 0.06856402214989998]",[0.3473563804504123]
"[0.015339807878856412, 0.0, 0.09689537361979317, 0.0548512177199143]",[0.743730627736069]
"[0.015339807878856412, 0.0, 0.07751629889583456, 0.04388097417592007]",[0.5926609819885285]
"[0.015339807878856412, 0.0, 0.062013039116667557, 0.03510477934071332]",[-0.09960903468862292]
"[0.015339807878856412, 0.0, 0.04961043129333398, 0.028083823472570657]",[-0.41467590974058066]
"[0.015339807878856412, 0.0, 0.03968834503466723, 0.022467058778033788]",[-0.1993982742340607]
"[0.015339807878856412, 0.0, 0.03175067602773374, 0.017973647022444084]",[0.018786939587705477]
"[0.015339807878856412, 0.0, 0.0254005408221869, 0.014378917617960951]",[0.03619357401444904]
"[0.015339807878856412, 0.0, 0.02032043265774952, 0.01150313409434034]",[-0.03366677264201453]
"[0.015339807878856412, 0.0, 0.01625634612619964, 0.009202507275460903]",[-0.06905166419006886]
"[0.015339807878856412, 0.003067961575771161, 0.013005076900959645, 0.1607600846089099]",[-0.059031122705972945]
"[0.015339807878856412, 0.003067961575771161, 0.010404061520767671, 0.12860806768713928]",[0.29238996891496094]
"[0.015339807878856412, 0.003067961575771161, 0.008323249216614093, 0.10288645414971143]",[0.8868755819032043]
"[0.015339807878856412, 0.003067961575771161, 0.006658599373291274, 0.08230916331976346]",[1.1267994750571342]
"[0.015339807878856412, 0.0, 0.005326879498633086, -0.08755074813274177]",[0.5697558052358755]
"[0.015339807878856412, 0.0, 0.004261503598906424, -0.07004059850618205]",[-0.3834890692930739]
"[0.015339807878856412, 0.0, 0.0034092028791250506, -0.056032478804951324]",[-1.0831295071565799]
"[0.01227184630308513, -0.003067961575771161, -0.15067071648526398, -0.19822406183251928]",[-1.1607074398059667]
"[0.01227184630308513, -0.003067961575771161, -0.1205365731882112, -0.15857924946604385]",[-0.7114784362429962]
"[0.01227184630308513, -0.003067961575771161, -0.09642925855056905, -0.12686339957284076]",[-0.40522208086462114]
"[0.01227184630308513, -0.003067961575771161, -0.07714340684045529, -0.10149071965827261]",[-0.46291886298092405]
"[0.01227184630308513, -0.003067961575771161, -0.06171472547236412, -0.08119257572661809]",[-0.3633615826645564]
"[0.015339807878856412, -0.003067961575771161, 0.10402629841067279, -0.06495406058130015]",[-0.14865430808180435]
"[0.015339807878856412, 0.0, 0.08322103872853814, 0.10143483032354084]",[-0.192602332421493]
"[0.015339807878856412, 0.0, 0.06657683098283051, 0.08114786425880993]",[-0.19041840981337727]
"[0.015339807878856412, 0.0, 0.05326146478626448, 0.06491829140705363]",[0.23552661676382647]
"[0.015339807878856412, 0.0, 0.04260917182901158, 0.05193463312565427]",[0.7502558410657828]
"[0.015339807878856412, 0.0, 0.034087337463209355, 0.04154770650052342]",[0.5169293740004977]
"[0.015339807878856412, 0.0, 0.02726986997056735, 0.03323816520040168]",[-0.04020562688282709]
"[0.015339807878856412, 0.0, 0.021815895976453836, 0.02659053216032703]",[-0.23441461238625866]
"[0.015339807878856412, 0.0, 0.017452716781163113, 0.02127242572825594]",[-0.1246632166523057]
"[0.015339807878856412, 0.0, 0.013962173424930446, 0.017017940582633173]",[-0.01076058945873972]
"[0.015339807878856412, 0.0, 0.011169738739944424, 0.013614352466106538]",[-0.0022365236426207316]
"[0.015339807878856412, 0.0, 0.008935790991955628, 0.010891481972890915]",[-0.039180040098458185]
"[0.015339807878856412, 0.0, 0.00714863279356448, 0.008713185578329785]",[-0.057688272348874116]
"[0.015339807878856412, 0.0, 0.005718906234851606, 0.006970548462675197]",[-0.052309795923097126]
"[0.015339807878856412, 0.0, 0.004575124987881263, 0.005576438770106051]",[-0.043478406593813954]
"[0.015339807878856412, -0.003067961575771161, 0.0036600999903050324, -0.1489369277724677]",[-0.04169110480873223]
"[0.015339807878856412, -0.003067961575771161, 0.0029280799922439815, -0.11914954221796847]",[-0.37872645854872156]
"[0.015339807878856412, -0.003067961575771161, 0.0023424639937951186, -0.09531963377438046]",[-0.9713833248108346]
"[0.015339807878856412, -0.003067961575771161, 0.0018739711950360727, -0.07625570701949869]",[-1.215654560223877]
"[0.015339807878856412, -0.003067961575771161, 0.0014991769560288581, -0.06100456561557621]",[-0.6610818169266031]
"[0.015339807878856412, -0.003067961575771161, 0.0011993415648231531, -0.048803652492466654]",[-0.04197153975175541]
"[0.015339807878856412, 0.0, 0.0009594732518585225, 0.11435515679460195]",[0.06774060537039542]
"[0.018407769454627694, 0.0, 0.15416565739005106, 0.09148412543569862]",[0.23580400233539023]
"[0.018407769454627694, 0.0, 0.1233325259120408, 0.07318730034853616]",[0.5966001420801549]
"[0.018407769454627694, 0.0, 0.09866602072963271, 0.058549840278828924]",[0.5624428304144866]
"[0.018407769454627694, 0.0, 0.07893281658370621, 0.046839872223046086]",[-0.06835643579629869]
"[0.018407769454627694, 0.0, 0.06314625326696499, 0.037471897778431185]",[-0.399254960070777]
"[0.018407769454627694, 0.0, 0.05051700261357195, 0.029977518222750632]",[-0.2124617191693347]
"[0.021475731030398976, 0.0, 0.1938116808794217, 0.02398201457819482]",[-0.0005806342604018147]
"[0.021475731030398976, 0.0, 0.15504934470353726, 0.019185611662550173]",[-0.09833555125364779]
"[0.021475731030398976, 0.003067961575771161, 0.12403947576282981, 0.16874656811859268]",[-0.4557528383725378]
"[0.021475731030398976, 0.003067961575771161, 0.09923158061026383, 0.13499725449486277]",[-0.2780530984169309]
"[0.021475731030398976, 0.003067961575771161, 0.07938526448821104, 0.10799780359587885]",[0.5954511215986129]
"[0.021475731030398976, 0.003067961575771161, 0.06350821159056874, 0.0863982428766974]",[1.1626848239375267]
"[0.021475731030398976, 0.003067961575771161, 0.05080656927245508, 0.06911859430135792]",[0.6671111733385554]
"[0.021475731030398976, 0.0, 0.04064525541796393, -0.09810320334744915]",[-0.038352892473826505]
"[0.021475731030398976, 0.0, 0.03251620433437119, -0.07848256267797638]",[-0.5392599871528627]
"[0.021475731030398976, 0.0, 0.02601296346749704, -0.06278605014239247]",[-0.9565974059554814]
"[0.021475731030398976, 0.0, 0.0208103707739975, -0.050228840113902606]",[-1.070364471034767]
"[0.021475731030398976, 0.0, 0.01664829661919809, -0.040183072091110716]",[-0.5236324304404242]
"[0.021475731030398976, 0.0, 0.013318637295358426, -0.03214645767289426]",[0.04577690693982448]
"[0.021475731030398976, 0.0, 0.010654909836286697, -0.02571716613832109]",[0.13745378648474738]
"[0.021475731030398976, 0.0, 0.008523927869029446, -0.020573732910662557]",[-0.019016584377023672]
"[0.021475731030398976, 0.0, 0.0068191422952235126, -0.016458986328501624]",[-0.11594957169907144]
"[0.021475731030398976, 0.0, 0.00545531383617881, -0.013167189062812668]",[-0.10074488927017067]
"[0.021475731030398976, 0.0, 0.004364251068942782, -0.010533751250221712]",[-0.05989190123454104]
"[0.021475731030398976, 0.0, 0.003491400855154314, -0.008427001000171686]",[-0.048180098420026796]
"[0.021475731030398976, 0.0, 0.002793120684123407, -0.0067416008001544014]",[-0.057794850868163654]
"[0.021475731030398976, 0.0, 0.002234496547298681, -0.005393280640106468]",[-0.06598485203233667]
"[0.021475731030398976, 0.0, 0.0017875972378389449, -0.004314624512090859]",[-0.06599773241073321]
"[0.021475731030398976, 0.0, 0.0014300777902711559, -0.0034516996096840558]",[-0.0630920150597012]
"[0.021475731030398976, 0.0, 0.0011440622322169691, -0.002761359687752929]",[-0.061870358906670746]
"[0.021475731030398976, -0.003067961575771161, 0.0009152497857736197, -0.15560716653877193]",[-0.062391488543289124]
"[0.021475731030398976, -0.003067961575771161, 0.0007321998286187181, -0.12448573323104029]",[-0.39768888505331157]
"[0.021475731030398976, -0.003067961575771161, 0.0005857598628951077, -0.09958858658481518]",[-0.98879727244371]
"[0.021475731030398976, -0.003067961575771161, 0.00046860789031599737, -0.07967086926785782]",[-1.2330376692606413]
"[0.021475731030398976, -0.003067961575771161, 0.0003748863122527979, -0.06373669541429194]",[-0.6790024108200343]
"[0.021475731030398976, -0.003067961575771161, 0.00029990904980237154, -0.05098935633142787]",[-0.06012822392512056]
"[0.02454369260617026, -0.003067961575771161, 0.15363800602840594, -0.0407914850651423]",[0.04967608059908693]
"[0.02454369260617026, 0.0, 0.12291040482272475, 0.1207648907364387]",[-0.2394285112344238]
"[0.02454369260617026, 0.0, 0.09832832385818002, 0.09661191258913959]",[-0.3052760734625262]
"[0.02761165418194154, 0.0, 0.23206073787510806, 0.0772895300713401]",[0.17889654086046702]
"[0.02761165418194154, 0.0, 0.1856485903000864, 0.06183162405704934]",[0.6194846270485694]
